Meldedatum,Altersgruppe,Bevoelkerung,Faelle_gesamt,Faelle_neu,Faelle_7-Tage,Inzidenz_7-Tage
2020-08-31,00+,83237124,243480,535,8833,10.6
2020-08-31,05-14,7631602,10415,46,838,11
2020-08-31,15-34,18795840,70976,257,4246,22.6
2020-08-31,35-59,28403806,97280,180,2876,10.1
2020-08-31,60-79,18318888,38548,29,536,2.9
2020-08-31,80+,6111655,22060,7,111,1.8
2020-09-01,00-04,3975333,4146,29,213,5.4
2020-09-01,00+,83237124,244666,1186,8592,10.3
2020-09-01,05-14,7631602,10505,90,781,10.2
2020-09-01,15-34,18795840,71578,602,4170,22.2
2020-09-01,35-59,28403806,97665,385,2793,9.8
2020-09-01,60-79,18318888,38615,67,524,2.9
2020-09-01,80+,6111655,22072,12,107,1.8
2020-09-02,00-04,3975333,4178,32,208,5.2
2020-09-02,00+,83237124,245989,1323,8428,10.1
2020-09-02,05-14,7631602,10603,98,738,9.7
2020-09-02,15-34,18795840,72244,666,4130,22
2020-09-02,35-59,28403806,98093,428,2751,9.7
2020-09-02,60-79,18318888,38702,87,498,2.7
2020-09-02,80+,6111655,22084,12,99,1.6
2020-09-03,00-04,3975333,4209,31,205,5.2
2020-09-03,00+,83237124,247400,1411,8221,9.9
2020-09-03,05-14,7631602,10709,106,677,8.9
2020-09-03,15-34,18795840,72945,701,4041,21.5
2020-09-03,35-59,28403806,98564,471,2705,9.5
2020-09-03,60-79,18318888,38781,79,486,2.7
2020-09-03,80+,6111655,22107,23,103,1.7
2020-09-04,00-04,3975333,4249,40,213,5.4
2020-09-04,00+,83237124,248916,1516,8195,9.8
2020-09-04,05-14,7631602,10844,135,676,8.9
2020-09-04,15-34,18795840,73678,733,4041,21.5
2020-09-04,35-59,28403806,99042,478,2663,9.4
2020-09-04,60-79,18318888,38893,112,491,2.7
2020-09-04,80+,6111655,22125,18,109,1.8
2020-09-05,00-04,3975333,4293,44,220,5.5
2020-09-05,00+,83237124,250411,1495,8300,10
2020-09-05,05-14,7631602,10995,151,705,9.2
2020-09-05,15-34,18795840,74370,692,4047,21.5
2020-09-05,35-59,28403806,99537,495,2712,9.5
2020-09-05,60-79,18318888,38987,94,516,2.8
2020-09-05,80+,6111655,22140,15,95,1.6
2020-09-06,00-04,3975333,4324,31,223,5.6
2020-09-06,00+,83237124,251518,1107,8573,10.3
2020-09-06,05-14,7631602,11098,103,729,9.6
2020-09-06,15-34,18795840,74841,471,4122,21.9
2020-09-06,35-59,28403806,99939,402,2839,10
2020-09-06,60-79,18318888,39067,80,548,3
2020-09-06,80+,6111655,22160,20,107,1.8
2020-09-07,00-04,3975333,4344,20,227,5.7
2020-09-07,00+,83237124,252097,579,8617,10.4
2020-09-07,05-14,7631602,11166,68,751,9.8
2020-09-07,15-34,18795840,75092,251,4116,21.9
2020-09-07,35-59,28403806,100132,193,2852,10
2020-09-07,60-79,18318888,39106,39,558,3
2020-09-07,80+,6111655,22168,8,108,1.8
2020-09-08,00-04,3975333,4376,32,230,5.8
2020-09-08,00+,83237124,253510,1413,8844,10.6
2020-09-08,05-14,7631602,11301,135,796,10.4
2020-09-08,15-34,18795840,75732,640,4154,22.1
2020-09-08,35-59,28403806,100606,474,2941,10.4
2020-09-08,60-79,18318888,39208,102,593,3.2
2020-09-08,80+,6111655,22197,29,125,2
2020-09-09,00-04,3975333,4402,26,224,5.6
2020-09-09,00+,83237124,254891,1381,8902,10.7
2020-09-09,05-14,7631602,11421,120,818,10.7
2020-09-09,15-34,18795840,76323,591,4079,21.7
2020-09-09,35-59,28403806,101076,470,2983,10.5
2020-09-09,60-79,18318888,39343,135,641,3.5
2020-09-09,80+,6111655,22235,38,151,2.5
2020-09-10,00-04,3975333,4435,33,226,5.7
2020-09-10,00+,83237124,256637,1746,9237,11.1
2020-09-10,05-14,7631602,11567,146,858,11.2
2020-09-10,15-34,18795840,77056,733,4111,21.9
2020-09-10,35-59,28403806,101716,640,3152,11.1
2020-09-10,60-79,18318888,39488,145,707,3.9
2020-09-10,80+,6111655,22282,47,175,2.9
2020-09-11,00-04,3975333,4481,46,232,5.8
2020-09-11,00+,83237124,258226,1589,9310,11.2
2020-09-11,05-14,7631602,11696,129,852,11.2
2020-09-11,15-34,18795840,77774,718,4096,21.8
2020-09-11,35-59,28403806,102242,526,3200,11.3
2020-09-11,60-79,18318888,39625,137,732,4
2020-09-11,80+,6111655,22315,33,190,3.1
2020-09-12,00-04,3975333,4526,45,233,5.9
2020-09-12,00+,83237124,259877,1651,9466,11.4
2020-09-12,05-14,7631602,11835,139,840,11
2020-09-12,15-34,18795840,78480,706,4110,21.9
2020-09-12,35-59,28403806,102791,549,3254,11.5
2020-09-12,60-79,18318888,39784,159,797,4.4
2020-09-12,80+,6111655,22368,53,228,3.7
2020-09-13,00-04,3975333,4559,33,235,5.9
2020-09-13,00+,83237124,261101,1224,9583,11.5
2020-09-13,05-14,7631602,11928,93,830,10.9
2020-09-13,15-34,18795840,79018,538,4177,22.2
2020-09-13,35-59,28403806,103196,405,3257,11.5
2020-09-13,60-79,18318888,39903,119,836,4.6
2020-09-13,80+,6111655,22403,35,243,4
2020-09-14,00-04,3975333,4569,10,225,5.7
2020-09-14,00+,83237124,261863,762,9766,11.7
2020-09-14,05-14,7631602,11991,63,825,10.8
2020-09-14,15-34,18795840,79373,355,4281,22.8
2020-09-14,35-59,28403806,103437,241,3305,11.6
2020-09-14,60-79,18318888,39968,65,862,4.7
2020-09-14,80+,6111655,22431,28,263,4.3
2020-09-15,00-04,3975333,4604,35,228,5.7
2020-09-15,00+,83237124,263352,1489,9842,11.8
2020-09-15,05-14,7631602,12097,106,796,10.4
2020-09-15,15-34,18795840,80004,631,4272,22.7
2020-09-15,35-59,28403806,103991,554,3385,11.9
2020-09-15,60-79,18318888,40101,133,893,4.9
2020-09-15,80+,6111655,22460,29,263,4.3
2020-09-16,00-04,3975333,4643,39,241,6.1
2020-09-16,00+,83237124,265354,2002,10463,12.6
2020-09-16,05-14,7631602,12220,123,799,10.5
2020-09-16,15-34,18795840,80888,884,4565,24.3
2020-09-16,35-59,28403806,104659,668,3583,12.6
2020-09-16,60-79,18318888,40320,219,977,5.3
2020-09-16,80+,6111655,22529,69,294,4.8
2020-09-17,00-04,3975333,4698,55,263,6.6
2020-09-17,00+,83237124,267550,2196,10913,13.1
2020-09-17,05-14,7631602,12384,164,817,10.7
2020-09-17,15-34,18795840,81797,909,4741,25.2
2020-09-17,35-59,28403806,105449,790,3733,13.1
2020-09-17,60-79,18318888,40529,209,1041,5.7
2020-09-17,80+,6111655,22597,68,315,5.2
2020-09-18,00-04,3975333,4765,67,284,7.1
2020-09-18,00+,83237124,269906,2356,11680,14
2020-09-18,05-14,7631602,12557,173,861,11.3
2020-09-18,15-34,18795840,82793,996,5019,26.7
2020-09-18,35-59,28403806,106270,821,4028,14.2
2020-09-18,60-79,18318888,40750,221,1125,6.1
2020-09-18,80+,6111655,22675,78,360,5.9
2020-09-19,00-04,3975333,4816,51,290,7.3
2020-09-19,00+,83237124,272075,2169,12198,14.7
2020-09-19,05-14,7631602,12709,152,874,11.5
2020-09-19,15-34,18795840,83743,950,5263,28
2020-09-19,35-59,28403806,107009,739,4218,14.9
2020-09-19,60-79,18318888,40962,212,1178,6.4
2020-09-19,80+,6111655,22738,63,370,6.1
2020-09-20,00-04,3975333,4847,31,288,7.2
2020-09-20,00+,83237124,273467,1392,12366,14.9
2020-09-20,05-14,7631602,12814,105,886,11.6
2020-09-20,15-34,18795840,84327,584,5309,28.2
2020-09-20,35-59,28403806,107484,475,4288,15.1
2020-09-20,60-79,18318888,41117,155,1214,6.6
2020-09-20,80+,6111655,22780,42,377,6.2
2020-09-21,00-04,3975333,4860,13,291,7.3
2020-09-21,00+,83237124,274157,690,12294,14.8
2020-09-21,05-14,7631602,12865,51,874,11.5
2020-09-21,15-34,18795840,84614,287,5241,27.9
2020-09-21,35-59,28403806,107731,247,4294,15.1
2020-09-21,60-79,18318888,41187,70,1219,6.7
2020-09-21,80+,6111655,22800,20,369,6
2020-09-22,00-04,3975333,4903,43,299,7.5
2020-09-22,00+,83237124,275814,1657,12462,15
2020-09-22,05-14,7631602,12981,116,884,11.6
2020-09-22,15-34,18795840,85331,717,5327,28.3
2020-09-22,35-59,28403806,108280,549,4289,15.1
2020-09-22,60-79,18318888,41368,181,1267,6.9
2020-09-22,80+,6111655,22849,49,389,6.4
2020-09-23,00-04,3975333,4945,42,302,7.6
2020-09-23,00+,83237124,277630,1816,12276,14.7
2020-09-23,05-14,7631602,13099,118,879,11.5
2020-09-23,15-34,18795840,86129,798,5241,27.9
2020-09-23,35-59,28403806,108894,614,4235,14.9
2020-09-23,60-79,18318888,41545,177,1225,6.7
2020-09-23,80+,6111655,22913,64,384,6.3
2020-09-24,00-04,3975333,4992,47,294,7.4
2020-09-24,00+,83237124,279842,2212,12292,14.8
2020-09-24,05-14,7631602,13238,139,854,11.2
2020-09-24,15-34,18795840,87011,882,5214,27.7
2020-09-24,35-59,28403806,109719,825,4270,15
2020-09-24,60-79,18318888,41789,244,1260,6.9
2020-09-24,80+,6111655,22986,73,389,6.4
2020-09-25,00-04,3975333,5034,42,269,6.8
2020-09-25,00+,83237124,282235,2393,12329,14.8
2020-09-25,05-14,7631602,13423,185,866,11.3
2020-09-25,15-34,18795840,88030,1019,5237,27.9
2020-09-25,35-59,28403806,110531,812,4261,15
2020-09-25,60-79,18318888,42048,259,1298,7.1
2020-09-25,80+,6111655,23059,73,384,6.3
2020-09-26,00-04,3975333,5090,56,274,6.9
2020-09-26,00+,83237124,284568,2333,12493,15
2020-09-26,05-14,7631602,13622,199,913,12
2020-09-26,15-34,18795840,88948,918,5205,27.7
2020-09-26,35-59,28403806,111412,881,4403,15.5
2020-09-26,60-79,18318888,42270,222,1308,7.1
2020-09-26,80+,6111655,23110,51,372,6.1
2020-09-27,00-04,3975333,5130,40,283,7.1
2020-09-27,00+,83237124,286353,1785,12886,15.5
2020-09-27,05-14,7631602,13772,150,958,12.6
2020-09-27,15-34,18795840,89641,693,5314,28.3
2020-09-27,35-59,28403806,112047,635,4563,16.1
2020-09-27,60-79,18318888,42448,178,1331,7.3
2020-09-27,80+,6111655,23199,89,419,6.9
2020-09-28,00-04,3975333,5157,27,297,7.5
2020-09-28,00+,83237124,287227,874,13070,15.7
2020-09-28,05-14,7631602,13843,71,978,12.8
2020-09-28,15-34,18795840,89982,341,5368,28.6
2020-09-28,35-59,28403806,112365,318,4634,16.3
2020-09-28,60-79,18318888,42534,86,1347,7.4
2020-09-28,80+,6111655,23228,29,428,7
2020-09-29,00-04,3975333,5187,30,284,7.1
2020-09-29,00+,83237124,289061,1834,13247,15.9
2020-09-29,05-14,7631602,13969,126,988,12.9
2020-09-29,15-34,18795840,90714,732,5383,28.6
2020-09-29,35-59,28403806,113034,669,4754,16.7
2020-09-29,60-79,18318888,42739,205,1371,7.5
2020-09-29,80+,6111655,23300,72,451,7.4
2020-09-30,00-04,3975333,5247,60,302,7.6
2020-09-30,00+,83237124,291223,2162,13593,16.3
2020-09-30,05-14,7631602,14142,173,1043,13.7
2020-09-30,15-34,18795840,91574,860,5445,29
2020-09-30,35-59,28403806,113772,738,4878,17.2
2020-09-30,60-79,18318888,42994,255,1449,7.9
2020-09-30,80+,6111655,23373,73,460,7.5
2020-10-01,00-04,3975333,5306,59,314,7.9
2020-10-01,00+,83237124,293960,2737,14118,17
2020-10-01,05-14,7631602,14343,201,1105,14.5
2020-10-01,15-34,18795840,92658,1084,5647,30
2020-10-01,35-59,28403806,114790,1018,5071,17.9
2020-10-01,60-79,18318888,43282,288,1493,8.2
2020-10-01,80+,6111655,23460,87,474,7.8
2020-10-02,00-04,3975333,5365,59,331,8.3
2020-10-02,00+,83237124,296889,2929,14654,17.6
2020-10-02,05-14,7631602,14553,210,1130,14.8
2020-10-02,15-34,18795840,93835,1177,5805,30.9
2020-10-02,35-59,28403806,115858,1068,5327,18.8
2020-10-02,60-79,18318888,43609,327,1561,8.5
2020-10-02,80+,6111655,23545,85,486,8
2020-10-03,00-04,3975333,5416,51,326,8.2
2020-10-03,00+,83237124,299816,2927,15248,18.3
2020-10-03,05-14,7631602,14753,200,1131,14.8
2020-10-03,15-34,18795840,94998,1163,6050,32.2
2020-10-03,35-59,28403806,116890,1032,5478,19.3
2020-10-03,60-79,18318888,43921,312,1651,9
2020-10-03,80+,6111655,23713,168,603,9.9
2020-10-04,00-04,3975333,5458,42,328,8.3
2020-10-04,00+,83237124,302012,2196,15659,18.8
2020-10-04,05-14,7631602,14903,150,1131,14.8
2020-10-04,15-34,18795840,95852,854,6211,33
2020-10-04,35-59,28403806,117679,789,5632,19.8
2020-10-04,60-79,18318888,44204,283,1756,9.6
2020-10-04,80+,6111655,23791,78,592,9.7
2020-10-05,00-04,3975333,5486,28,329,8.3
2020-10-05,00+,83237124,303170,1158,15943,19.2
2020-10-05,05-14,7631602,14991,88,1148,15
2020-10-05,15-34,18795840,96320,468,6338,33.7
2020-10-05,35-59,28403806,118091,412,5726,20.2
2020-10-05,60-79,18318888,44327,123,1793,9.8
2020-10-05,80+,6111655,23827,36,599,9.8
2020-10-06,00-04,3975333,5519,33,332,8.4
2020-10-06,00+,83237124,305583,2413,16522,19.8
2020-10-06,05-14,7631602,15140,149,1171,15.3
2020-10-06,15-34,18795840,97234,914,6520,34.7
2020-10-06,35-59,28403806,119010,919,5976,21
2020-10-06,60-79,18318888,44614,287,1875,10.2
2020-10-06,80+,6111655,23933,106,633,10.4
2020-10-07,00-04,3975333,5612,93,365,9.2
2020-10-07,00+,83237124,309173,3590,17950,21.6
2020-10-07,05-14,7631602,15404,264,1262,16.5
2020-10-07,15-34,18795840,98614,1380,7040,37.5
2020-10-07,35-59,28403806,120330,1320,6558,23.1
2020-10-07,60-79,18318888,45032,418,2038,11.1
2020-10-07,80+,6111655,24045,112,672,11
2020-10-08,00-04,3975333,5679,67,373,9.4
2020-10-08,00+,83237124,313667,4494,19707,23.7
2020-10-08,05-14,7631602,15695,291,1352,17.7
2020-10-08,15-34,18795840,100279,1665,7621,40.5
2020-10-08,35-59,28403806,122099,1769,7309,25.7
2020-10-08,60-79,18318888,45574,542,2292,12.5
2020-10-08,80+,6111655,24200,155,740,12.1
2020-10-09,00-04,3975333,5771,92,406,10.2
2020-10-09,00+,83237124,318332,4665,21443,25.8
2020-10-09,05-14,7631602,16005,310,1452,19
2020-10-09,15-34,18795840,102053,1774,8218,43.7
2020-10-09,35-59,28403806,123857,1758,7999,28.2
2020-10-09,60-79,18318888,46121,547,2512,13.7
2020-10-09,80+,6111655,24368,168,823,13.5
2020-10-10,00-04,3975333,5882,111,466,11.7
2020-10-10,00+,83237124,323393,5061,23577,28.3
2020-10-10,05-14,7631602,16333,328,1580,20.7
2020-10-10,15-34,18795840,103994,1941,8996,47.9
2020-10-10,35-59,28403806,125772,1915,8882,31.3
2020-10-10,60-79,18318888,46689,568,2768,15.1
2020-10-10,80+,6111655,24563,195,850,13.9
2020-10-11,00-04,3975333,5949,67,491,12.4
2020-10-11,00+,83237124,327024,3631,25012,30
2020-10-11,05-14,7631602,16591,258,1688,22.1
2020-10-11,15-34,18795840,105362,1368,9510,50.6
2020-10-11,35-59,28403806,127161,1389,9482,33.4
2020-10-11,60-79,18318888,47090,401,2886,15.8
2020-10-11,80+,6111655,24709,146,918,15
2020-10-12,00-04,3975333,6005,56,519,13.1
2020-10-12,00+,83237124,329296,2272,26126,31.4
2020-10-12,05-14,7631602,16757,166,1766,23.1
2020-10-12,15-34,18795840,106228,866,9908,52.7
2020-10-12,35-59,28403806,127979,818,9888,34.8
2020-10-12,60-79,18318888,47373,283,3046,16.6
2020-10-12,80+,6111655,24787,78,960,15.7
2020-10-13,00-04,3975333,6098,93,579,14.6
2020-10-13,00+,83237124,333485,4189,27902,33.5
2020-10-13,05-14,7631602,17030,273,1890,24.8
2020-10-13,15-34,18795840,107822,1594,10588,56.3
2020-10-13,35-59,28403806,129504,1525,10494,36.9
2020-10-13,60-79,18318888,47852,479,3238,17.7
2020-10-13,80+,6111655,25005,218,1072,17.5
2020-10-14,00-04,3975333,6203,105,591,14.9
2020-10-14,00+,83237124,338854,5369,29681,35.7
2020-10-14,05-14,7631602,17372,342,1968,25.8
2020-10-14,15-34,18795840,109824,2002,11210,59.6
2020-10-14,35-59,28403806,131542,2038,11212,39.5
2020-10-14,60-79,18318888,48537,685,3505,19.1
2020-10-14,80+,6111655,25193,188,1148,18.8
2020-10-15,00-04,3975333,6384,181,705,17.7
2020-10-15,00+,83237124,346103,7249,32436,39
2020-10-15,05-14,7631602,17825,453,2130,27.9
2020-10-15,15-34,18795840,112484,2660,12205,64.9
2020-10-15,35-59,28403806,134271,2729,12172,42.9
2020-10-15,60-79,18318888,49445,908,3871,21.1
2020-10-15,80+,6111655,25506,313,1306,21.4
2020-10-16,00-04,3975333,6539,155,768,19.3
2020-10-16,00+,83237124,354006,7903,35674,42.9
2020-10-16,05-14,7631602,18331,506,2326,30.5
2020-10-16,15-34,18795840,115437,2953,13384,71.2
2020-10-16,35-59,28403806,137242,2971,13385,47.1
2020-10-16,60-79,18318888,50440,995,4319,23.6
2020-10-16,80+,6111655,25826,320,1458,23.9
2020-10-17,00-04,3975333,6713,174,831,20.9
2020-10-17,00+,83237124,361983,7977,38590,46.4
2020-10-17,05-14,7631602,18797,466,2464,32.3
2020-10-17,15-34,18795840,118416,2979,14422,76.7
2020-10-17,35-59,28403806,140178,2936,14406,50.7
2020-10-17,60-79,18318888,51446,1006,4757,26
2020-10-17,80+,6111655,26226,400,1663,27.2
2020-10-18,00-04,3975333,6815,102,866,21.8
2020-10-18,00+,83237124,367657,5674,40633,48.8
2020-10-18,05-14,7631602,19133,336,2542,33.3
2020-10-18,15-34,18795840,120495,2079,15133,80.5
2020-10-18,35-59,28403806,142349,2171,15188,53.5
2020-10-18,60-79,18318888,52169,723,5079,27.7
2020-10-18,80+,6111655,26484,258,1775,29
2020-10-19,00-04,3975333,6892,77,887,22.3
2020-10-19,00+,83237124,371333,3676,42037,50.5
2020-10-19,05-14,7631602,19382,249,2625,34.4
2020-10-19,15-34,18795840,121893,1398,15665,83.3
2020-10-19,35-59,28403806,143678,1329,15699,55.3
2020-10-19,60-79,18318888,52615,446,5242,28.6
2020-10-19,80+,6111655,26659,175,1872,30.6
2020-10-20,00-04,3975333,7046,154,948,23.8
2020-10-20,00+,83237124,377799,6466,44314,53.2
2020-10-20,05-14,7631602,19817,435,2787,36.5
2020-10-20,15-34,18795840,124233,2340,16411,87.3
2020-10-20,35-59,28403806,146114,2436,16610,58.5
2020-10-20,60-79,18318888,53414,799,5562,30.4
2020-10-20,80+,6111655,26952,293,1947,31.9
2020-10-21,00-04,3975333,7214,168,1011,25.4
2020-10-21,00+,83237124,387248,9449,48394,58.1
2020-10-21,05-14,7631602,20389,572,3017,39.5
2020-10-21,15-34,18795840,127486,3253,17662,94
2020-10-21,35-59,28403806,149771,3657,18229,64.2
2020-10-21,60-79,18318888,54686,1272,6149,33.6
2020-10-21,80+,6111655,27463,511,2270,37.1
2020-10-22,00-04,3975333,7448,234,1064,26.8
2020-10-22,00+,83237124,399654,12406,53551,64.3
2020-10-22,05-14,7631602,21126,737,3301,43.3
2020-10-22,15-34,18795840,131840,4354,19356,103
2020-10-22,35-59,28403806,154674,4903,20403,71.8
2020-10-22,60-79,18318888,56244,1558,6799,37.1
2020-10-22,80+,6111655,28057,594,2551,41.7
2020-10-23,00-04,3975333,7710,262,1171,29.5
2020-10-23,00+,83237124,413570,13916,59564,71.6
2020-10-23,05-14,7631602,21923,797,3592,47.1
2020-10-23,15-34,18795840,136842,5002,21405,113.9
2020-10-23,35-59,28403806,159942,5268,22700,79.9
2020-10-23,60-79,18318888,58043,1799,7603,41.5
2020-10-23,80+,6111655,28822,765,2996,49
2020-10-24,00-04,3975333,7974,264,1261,31.7
2020-10-24,00+,83237124,427609,14039,65626,78.8
2020-10-24,05-14,7631602,22774,851,3977,52.1
2020-10-24,15-34,18795840,141832,4990,23416,124.6
2020-10-24,35-59,28403806,165324,5382,25146,88.5
2020-10-24,60-79,18318888,59840,1797,8394,45.8
2020-10-24,80+,6111655,29559,737,3333,54.5
2020-10-25,00-04,3975333,8192,218,1377,34.6
2020-10-25,00+,83237124,438707,11098,71050,85.4
2020-10-25,05-14,7631602,23516,742,4383,57.4
2020-10-25,15-34,18795840,145748,3916,25253,134.4
2020-10-25,35-59,28403806,169585,4261,27236,95.9
2020-10-25,60-79,18318888,61253,1413,9084,49.6
2020-10-25,80+,6111655,30102,543,3618,59.2
2020-10-26,00-04,3975333,8343,151,1451,36.5
2020-10-26,00+,83237124,446157,7450,74824,89.9
2020-10-26,05-14,7631602,23961,445,4579,60
2020-10-26,15-34,18795840,148343,2595,26450,140.7
2020-10-26,35-59,28403806,172369,2784,28691,101
2020-10-26,60-79,18318888,62268,1015,9653,52.7
2020-10-26,80+,6111655,30539,437,3880,63.5
2020-10-27,00-04,3975333,8611,268,1565,39.4
2020-10-27,00+,83237124,458181,12024,80382,96.6
2020-10-27,05-14,7631602,24679,718,4862,63.7
2020-10-27,15-34,18795840,152498,4155,28265,150.4
2020-10-27,35-59,28403806,176858,4489,30744,108.2
2020-10-27,60-79,18318888,63898,1630,10484,57.2
2020-10-27,80+,6111655,31289,750,4337,71
2020-10-28,00-04,3975333,8912,301,1698,42.7
2020-10-28,00+,83237124,474120,15939,86872,104.4
2020-10-28,05-14,7631602,25572,893,5183,67.9
2020-10-28,15-34,18795840,157914,5416,30428,161.9
2020-10-28,35-59,28403806,183127,6269,33356,117.4
2020-10-28,60-79,18318888,66064,2166,11378,62.1
2020-10-28,80+,6111655,32159,870,4696,76.8
2020-10-29,00-04,3975333,9294,382,1846,46.4
2020-10-29,00+,83237124,493366,19246,93712,112.6
2020-10-29,05-14,7631602,26747,1175,5621,73.7
2020-10-29,15-34,18795840,164239,6325,32399,172.4
2020-10-29,35-59,28403806,190825,7698,36151,127.3
2020-10-29,60-79,18318888,68680,2616,12436,67.9
2020-10-29,80+,6111655,33181,1022,5124,83.8
2020-10-30,00-04,3975333,9677,383,1967,49.5
2020-10-30,00+,83237124,513212,19846,99642,119.7
2020-10-30,05-14,7631602,27954,1207,6031,79
2020-10-30,15-34,18795840,170920,6681,34078,181.3
2020-10-30,35-59,28403806,198664,7839,38722,136.3
2020-10-30,60-79,18318888,71362,2682,13319,72.7
2020-10-30,80+,6111655,34209,1028,5387,88.1
2020-10-31,00-04,3975333,10037,360,2063,51.9
2020-10-31,00+,83237124,532615,19403,105006,126.2
2020-10-31,05-14,7631602,29248,1294,6474,84.8
2020-10-31,15-34,18795840,177581,6661,35749,190.2
2020-10-31,35-59,28403806,206156,7492,40832,143.8
2020-10-31,60-79,18318888,73946,2584,14106,77
2020-10-31,80+,6111655,35216,1007,5657,92.6
2020-11-01,00-04,3975333,10316,279,2124,53.4
2020-11-01,00+,83237124,546614,13999,107907,129.6
2020-11-01,05-14,7631602,30153,905,6637,87
2020-11-01,15-34,18795840,182236,4655,36488,194.1
2020-11-01,35-59,28403806,211508,5352,41923,147.6
2020-11-01,60-79,18318888,75919,1973,14666,80.1
2020-11-01,80+,6111655,36029,813,5927,97
2020-11-02,00-04,3975333,10565,249,2222,55.9
2020-11-02,00+,83237124,557134,10520,110977,133.3
2020-11-02,05-14,7631602,30836,683,6875,90.1
2020-11-02,15-34,18795840,185849,3613,37506,199.5
2020-11-02,35-59,28403806,215463,3955,43094,151.7
2020-11-02,60-79,18318888,77332,1413,15064,82.2
2020-11-02,80+,6111655,36622,593,6083,99.5
2020-11-03,00-04,3975333,10874,309,2263,56.9
2020-11-03,00+,83237124,572384,15250,114203,137.2
2020-11-03,05-14,7631602,31782,946,7103,93.1
2020-11-03,15-34,18795840,191102,5253,38604,205.4
2020-11-03,35-59,28403806,221205,5742,44347,156.1
2020-11-03,60-79,18318888,79342,2010,15444,84.3
2020-11-03,80+,6111655,37593,971,6304,103.1
2020-11-04,00-04,3975333,11244,370,2332,58.7
2020-11-04,00+,83237124,591724,19340,117604,141.3
2020-11-04,05-14,7631602,32965,1183,7393,96.9
2020-11-04,15-34,18795840,197550,6448,39636,210.9
2020-11-04,35-59,28403806,228789,7584,45662,160.8
2020-11-04,60-79,18318888,81991,2649,15927,86.9
2020-11-04,80+,6111655,38683,1090,6524,106.7
2020-11-05,00-04,3975333,11608,364,2314,58.2
2020-11-05,00+,83237124,612925,21201,119559,143.6
2020-11-05,05-14,7631602,34247,1282,7500,98.3
2020-11-05,15-34,18795840,204278,6728,40039,213
2020-11-05,35-59,28403806,237287,8498,46462,163.6
2020-11-05,60-79,18318888,84988,2997,16308,89
2020-11-05,80+,6111655,39998,1315,6817,111.5
2020-11-06,00-04,3975333,12003,395,2326,58.5
2020-11-06,00+,83237124,635202,22277,121990,146.6
2020-11-06,05-14,7631602,35678,1431,7724,101.2
2020-11-06,15-34,18795840,211747,7469,40827,217.2
2020-11-06,35-59,28403806,245811,8524,47147,166
2020-11-06,60-79,18318888,88126,3138,16764,91.5
2020-11-06,80+,6111655,41290,1292,7081,115.9
2020-11-07,00-04,3975333,12431,428,2394,60.2
2020-11-07,00+,83237124,656779,21577,124164,149.2
2020-11-07,05-14,7631602,37113,1435,7865,103.1
2020-11-07,15-34,18795840,219008,7261,41427,220.4
2020-11-07,35-59,28403806,254094,8283,47938,168.8
2020-11-07,60-79,18318888,91093,2967,17147,93.6
2020-11-07,80+,6111655,42465,1175,7249,118.6
2020-11-08,00-04,3975333,12775,344,2459,61.9
2020-11-08,00+,83237124,672715,15936,126101,151.5
2020-11-08,05-14,7631602,38269,1156,8116,106.3
2020-11-08,15-34,18795840,224312,5304,42076,223.9
2020-11-08,35-59,28403806,260097,6003,48589,171.1
2020-11-08,60-79,18318888,93258,2165,17339,94.7
2020-11-08,80+,6111655,43416,951,7387,120.9
2020-11-09,00-04,3975333,12977,202,2412,60.7
2020-11-09,00+,83237124,682849,10134,125715,151
2020-11-09,05-14,7631602,38986,717,8150,106.8
2020-11-09,15-34,18795840,227607,3295,41758,222.2
2020-11-09,35-59,28403806,263896,3799,48433,170.5
2020-11-09,60-79,18318888,94700,1442,17368,94.8
2020-11-09,80+,6111655,44056,640,7434,121.6
2020-11-10,00-04,3975333,13263,286,2389,60.1
2020-11-10,00+,83237124,698838,15989,126454,151.9
2020-11-10,05-14,7631602,40093,1107,8311,108.9
2020-11-10,15-34,18795840,233047,5440,41945,223.2
2020-11-10,35-59,28403806,269882,5986,48677,171.4
2020-11-10,60-79,18318888,96828,2128,17486,95.5
2020-11-10,80+,6111655,45044,988,7451,121.9
2020-11-11,00-04,3975333,13640,377,2396,60.3
2020-11-11,00+,83237124,718454,19616,126730,152.3
2020-11-11,05-14,7631602,41384,1291,8419,110.3
2020-11-11,15-34,18795840,239344,6297,41794,222.4
2020-11-11,35-59,28403806,277586,7704,48797,171.8
2020-11-11,60-79,18318888,99476,2648,17485,95.4
2020-11-11,80+,6111655,46320,1276,7637,125
2020-11-12,00-04,3975333,14044,404,2436,61.3
2020-11-12,00+,83237124,741155,22701,128230,154.1
2020-11-12,05-14,7631602,42924,1540,8677,113.7
2020-11-12,15-34,18795840,246708,7364,42430,225.7
2020-11-12,35-59,28403806,286264,8678,48977,172.4
2020-11-12,60-79,18318888,102583,3107,17595,96
2020-11-12,80+,6111655,47898,1578,7900,129.3
2020-11-13,00-04,3975333,14475,431,2472,62.2
2020-11-13,00+,83237124,764682,23527,129480,155.6
2020-11-13,05-14,7631602,44578,1654,8900,116.6
2020-11-13,15-34,18795840,254209,7501,42462,225.9
2020-11-13,35-59,28403806,295301,9037,49490,174.2
2020-11-13,60-79,18318888,105835,3252,17709,96.7
